AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,ALGN,AMAT,AMD,AMGN,AMZN,ANSS,ASML,AVGO,AZN,BIIB,BKNG,BKR,CDNS,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DDOG,DLTR,DXCM,EA,EBAY,ENPH,EXC,FANG,FAST,FTNT,GEHC,GFS,GILD,GOOG,GOOGL,HON,IDXX,ILMN,INTC,INTU,ISRG,JD,KDP,KHC,KLAC,LCID,LRCX,LULU,MAR,MCHP,MDLZ,MELI,META,MNST,MRNA,MRVL,MSFT,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PYPL,QCOM,REGN,ROST,SBUX,SGEN,SIRI,SNPS,TEAM,TMUS,TSLA,TTD,TXN,VRSK,VRTX,WBA,WBD,WDAY,XEL,ZM,ZS
-0.0170729711153739,-0.004919603584574432,-0.037691224297085,-0.024757062174729,0.0009551212049891,0.0272184769031598,-0.0277468231612293,-0.051046618179057,-0.0649070260931063,-0.1822541910211907,0.0077482605496954,-0.0489617708908799,-0.0692497499566916,0.0280896707684041,0.06368373197066,-0.0601238529027308,-0.0356518501681607,-0.068897701137247,-0.0590109051688356,-0.0238230343895082,0.0608063566684284,-0.0350608795256944,-0.0130840066429143,0.0350182985147891,-0.090328219075968,0.03945826846380548,0.014878892028612,0.074542279164941,0.0372050916490203,0.0672817474076692,-0.0209929721192984,0.044979669627304444,0.0454968968508866,-0.0952488464208949,-0.0589321503943705,0.0203606576413124,0.0646306713311817,0.0200478118714579,-0.1339895473070248,-0.0083927332659294,-0.0209221764280796,,0.034267612576055505,-0.0103195043672534,0.0100770093321851,0.0103887550931081,-0.0221571123494531,-0.0495281062288401,-0.0860838670208787,-0.0028638230906873,0.0537391484770355,-0.0174251588728822,-0.1911027058911829,0.0288181414352677,-0.0021897711173208185,0.0308817531949956,0.07428903856790774,0.0414036183210539,0.0520911094530547,0.007203922366253,-0.0327665837898284,-0.0489471253740264,-0.0533858077239307,0.056402048087619,0.0368736387002663,0.08975860923285249,-0.0267476827965214,0.0204708872524759,0.0509202063829901,-0.0553973543551347,-0.0514135725482286,-0.0013133152470603,0.0595468555536342,-0.0840164579168744,-0.0360302299725942,0.1542534716202612,0.0612248517813032,-0.0944117254250203,0.03564292545460621,0.0136667501435026,0.014704100921318766,-0.017477243285723,0.0287051241336437,0.0047738397562322,-0.0302018753249337,-0.1551919626639849,-0.0385675771790811,-0.029339870859911,0.03165121040107016,-0.0402260334954008,-0.1001853459185814,0.060339314153242986,-0.0101703590465854,-0.0514100644055053,0.2002778446605693,-0.0206541667454212,-0.1354071779128685,-0.094103433880996,-0.0423114468869331,0.024695538869517916,0.04535622387484072
0.0719602914419204,-0.004919603584574432,0.0134412526717766,0.0026266381053101,0.1211772712269718,0.0442831671320689,0.11741041339167,0.0181888278087885,0.022211820820337,-0.1788856651497139,0.1546351864750741,-0.0526609596062547,0.0381921429837497,0.0087027949191469,-0.0086204237137811,0.0209970133039776,-0.0294126872166392,0.0411106757318735,-0.1833461239649063,0.0429983566434031,0.0608063566684284,0.0463764583398855,0.0291927257991502,0.0642354161512825,0.0676883445894511,0.03945826846380548,-0.0278107109920742,0.0356820981767063,0.1113536245842026,0.0375406230301054,0.0911323127896346,0.044979669627304444,0.0802568222666744,0.1240309796521823,0.1505193607649644,-0.0729295653788943,0.0020013800602793,0.0733351576933936,-0.084782014600118,-0.0133619328525349,0.030866668063024,,0.034267612576055505,0.0521366812538326,-0.031661342814018,-0.0349076471905821,0.0322172780884375,0.2023253498041402,0.1748414103358562,-0.0232624552040271,0.0071602297557866,0.0735785097879921,-0.07474826678167,0.0768154632766182,-0.0021897711173208185,0.00469705306786,0.07428903856790774,0.0423027327827763,-0.0085693123074888,0.0836912749110843,-0.0872327826069825,0.0288884356319882,0.2531062704264106,-0.0512399165592898,0.1004691303819427,0.08975860923285249,-0.0029671666741009,0.0127263711048979,-0.034150665058079,-0.1294605021311169,0.0590785113389509,0.0033610119003495,0.0315686508104429,-0.0727068958656936,0.169726018680955,0.0774719500183678,0.0708369098565049,0.1483830630620783,0.03564292545460621,0.0330861448293002,0.014704100921318766,0.0500204042781917,0.0920892411482132,0.0680074904759466,0.0013251908352913,-0.0137171095224405,-0.0171919392015562,0.0322417822342153,0.03165121040107016,0.0110841595262216,-0.0040383005467514,0.060339314153242986,0.0486599948700576,0.0239776087565035,0.0029383121558925,0.0835158106294906,-0.0648148363065939,0.1573333740234375,0.1009868621411982,0.024695538869517916,0.04535622387484072
0.1059787377216405,-0.004919603584574432,0.0507700715794292,0.1011689014927528,0.0471998912035112,0.0775112793449592,-0.0047113804156292,0.0813379452845388,0.0935928865048167,-0.0035714252262698,0.023194185290259,0.1086230255185467,0.0631364465200403,0.0601925028599599,0.0828983659565063,0.0168626047418205,-0.0417029546867931,-0.0381525779272142,0.0762837609157938,0.0512534839660523,0.0608063566684284,0.0714060079687892,0.0305328248613334,0.0683745903521004,0.0867225372300892,0.03945826846380548,0.129546323667272,0.0569246917534311,0.0284809285335119,0.0231244563728929,0.105220374921263,0.044979669627304444,0.1286115396198857,0.1448275464079766,0.072248046925299,0.0453331828228411,-0.3002663176718257,-0.0032500420890543,-0.1759204658855384,0.0263396064990149,0.0579654594174972,,0.034267612576055505,-0.1042855696377255,-0.0308542408742199,-0.0330885210371285,0.0362510582597368,0.0542105458730344,-0.0087755863814398,0.1024476815856882,0.0665835397694973,0.0443121780137443,-0.0154876642223814,0.0685919567354802,-0.0021897711173208185,0.0980938243589704,0.07428903856790774,0.06139176903452,0.1570227337630829,0.0428350506537935,0.0558819148026736,0.111741512218612,0.0351818805703028,0.0361381405743705,0.1117169325251228,0.08975860923285249,0.0654761001498063,0.0247401991305757,0.0864309002501475,-0.1175752095669968,0.0777247119564263,0.1332651385509349,0.1121176260481717,0.0892641465046226,0.0390038686598988,0.1636707579204319,0.0100128490746347,0.0294293961587348,0.03564292545460621,0.0408652043542709,0.014704100921318766,-0.0660285105094724,0.0568677843681821,0.1333002890005137,0.0792147418943758,-0.0062721449064894,0.0583090896522515,0.058809172140869,0.03165121040107016,0.0,0.0116673396048567,0.060339314153242986,0.0958518487077975,-0.0059341798229807,0.0465198676505949,0.0737403817606192,-0.0127297586327088,-0.0882907416086051,0.0140418940948743,0.024695538869517916,0.04535622387484072
-0.0718909591235026,-0.004919603584574432,-0.0133008055493283,0.0229610890213352,-0.0208792823947584,-0.03129030043079,0.0550826866168578,-0.0173989745504054,0.0361744402684176,-0.0430107122579965,-0.036416553250641,-0.083540004082348,-0.0181991942547879,0.0203445982023109,0.0808672535295336,-0.051098625691094,0.1032208050753065,-0.0172213012332553,-0.0163159548519234,0.0052993359657507,0.0608063566684284,-0.018149687014986,0.0170059006989204,-0.0026036334415437,0.0041277249655768,0.03945826846380548,0.0065120659590036,0.0785270688141088,-0.0071255572357773,0.0723171535291837,-0.0246343379653367,0.044979669627304444,0.0295493947488427,0.0697629268647057,0.0703390358818876,0.0225947710193747,0.3596574358375011,0.0251591738795653,0.0599292493831,0.05221275289358,0.1124818352901362,,0.034267612576055505,-0.0604068487596829,-0.028477586681237,-0.0335470063054218,0.0085799128743913,-0.0072313477530501,-0.0330556738371278,-0.0257715555659755,-0.0178972788842729,0.0215732970920508,-0.0161565533631341,-0.0257444521531802,-0.0021897711173208185,0.0126725856324347,0.07428903856790774,-0.0378778030102693,0.1577091202614418,-0.0096460961618578,-0.0008857774009327,-0.0695180251916142,-0.0929929060897071,0.0041184003525427,-0.0338832857797242,0.08975860923285249,0.0165744975714292,-0.0284461235056237,-0.026147489649121,-0.0143685063936986,-0.0438725058911929,-0.0181209135084252,-0.0419547637305754,0.1218162141747691,0.0540658275529768,-0.0034959374404535,-0.026154571283985,0.0299814905511255,0.03564292545460621,-0.0491408692219439,0.014704100921318766,0.0196164034539085,-0.014082779932838,0.0326664695951397,0.0103430349095499,-0.1182765565593272,-0.0358127132934004,0.0018437850237391,0.03165121040107016,-0.0770811907788353,-0.0904219962270345,0.060339314153242986,-0.0174567020599095,0.0333979239404647,0.007804596367287,0.1106252254104063,-0.0128940041050075,-0.062492846073443,0.067320067694327,0.024695538869517916,0.04535622387484072
0.0614242826234339,-0.004919603584574432,-0.0353507538198921,-0.0614195371458459,-0.0100757459185889,-0.100732649241135,0.034420201448188,-0.0511536508345017,-0.0834671738766944,-0.0374532360276,-0.0441332453131705,0.1423553822877341,-0.0162195345250572,-0.036075477044312,0.0227661312795035,0.0093778510553128,0.1464427446382294,-0.1146543048626426,0.0342431653020709,-0.051660494344163,0.0608063566684284,-0.093026050019378,-0.08017024382175,0.0087479725786989,0.0030144365742577,0.03945826846380548,-0.0456023777999357,0.0047922093178696,-0.0808719757218715,0.0033144253270116,0.0279150877536171,0.044979669627304444,0.0102301967718272,0.0859218820670213,0.1667376014719019,-0.0555951367237719,-0.1329600856264728,-0.0280473181071967,0.154064486847598,-0.0606490524838755,-0.0247879894268435,,0.034267612576055505,0.1121370474355127,0.0154255233340487,0.0129838154648709,-0.0216171294004935,0.0684561516423292,0.0574818534245267,-0.0895566569529214,-0.0555680002202496,-0.0651491507412393,0.0734659454633679,0.0779850914306066,-0.0021897711173208185,-0.1258532123605955,0.07428903856790774,-0.0365518027026561,0.1873094959088586,-0.0452386927830955,-0.0002220418341257,-0.0300030266903286,-0.0292158481637689,-0.0270442588021381,0.0793724644892508,0.08975860923285249,0.0682758963119631,-0.1302472969311774,-0.1639529709710196,0.2932876114613285,-0.0423936528432358,0.0384816275731503,-0.0968574952318387,-0.0118459905432789,-0.0273076245466408,0.0311658931144045,-0.0116990933794987,-0.116159452336721,0.03564292545460621,-0.0082486230239263,0.014704100921318766,-0.1596937187999465,0.0156246280612051,-0.0270528499936822,0.0667884720052258,-0.0301898907082739,0.0142856310840913,-0.011042087157976,0.03165121040107016,0.1202672496989059,-0.0845735794611459,0.060339314153242986,0.0058632748468214,0.0046838026178199,-0.0728956518489015,-0.0321523680048317,-0.1584905913179264,-0.0263448291851402,0.0448218932171868,0.024695538869517916,0.04535622387484072
0.1007763994923667,-0.004919603584574432,0.1279053411094486,0.1309818319822424,0.0764568748418772,0.1894093660461704,-0.075420312898653,0.0810555947012452,0.1013226316245543,0.2101167221322302,0.0413439393522867,0.0722928888760248,0.0656998037939475,0.0359823920846231,0.2404741092079987,-0.0029084880784587,0.0524976680119464,0.2258588623957937,0.0779444229398174,0.0205670285681387,0.0608063566684284,0.1950768391930371,0.1172157100564235,0.0643631904737396,0.0224043641806166,0.03945826846380548,0.1190744582168099,0.07939949789314,0.0349860070972114,0.060737146233766,0.1544429677949703,0.044979669627304444,0.1206751338282747,0.0160589313946655,0.0422894380805967,0.0926415394268518,0.1121871954101711,-0.0504129422795454,0.0321788787050805,-0.0641893356259133,0.1240802843863182,,0.034267612576055505,-0.0124008962067224,0.0446756047550851,0.0466561132979612,0.056593312156397,-0.0100365885384936,0.0013832894568561,0.0135743149248783,0.1245106073021942,0.0111632661874718,0.1139290857713757,0.0196718965582531,-0.0021897711173208185,0.0651020097788668,0.07428903856790774,0.0787551904217911,0.0332126305644104,0.1181547247527659,0.1448672268098321,0.0482409889733308,0.0567208661604852,0.0403108603737447,0.2066695325007801,0.08975860923285249,0.0406713952886921,0.0931204053221452,0.0478305221627919,0.0749434074798651,0.1533824147903055,0.0700778614026487,0.114090284757119,0.2737262446021178,0.1108561283347551,0.1252472015216774,0.1011930841896053,0.0692713434299534,0.03564292545460621,0.0554490286258011,0.014704100921318766,0.1609035474623041,-0.0067681258086524,0.1537453855153032,0.0719893969921001,0.1633504549907956,0.0957747930356374,0.0795533388094364,0.03165121040107016,0.0944333480882149,-0.0012769915077781,0.060339314153242986,0.1000933800573753,0.1159286243458013,0.0843472032595678,0.1312908304339162,0.1141772849974298,0.0760131007440148,-0.0599522062198385,0.024695538869517916,0.04535622387484072
-0.0313715185714081,-0.004919603584574432,-0.0652338322661665,0.0761874513243674,-0.0304400412875117,-0.0871730800177907,-0.0230981410007283,-0.0620749372853109,-0.0994010592799162,-0.138263615062075,0.0135046754311758,-0.021201593551299,0.0258229753307077,-0.0617570026031272,-0.0020774351910864,-0.0068214812662329,0.030884528454276,-0.0592574887772411,0.0198910508182328,0.0043572941746499,0.0608063566684284,0.0692690702328409,-0.0447370004164803,0.0308929115862597,0.0040085925499426,0.03945826846380548,-0.0599562337935414,-0.0066780185639914,-0.0346837432385027,-0.0221608975733572,-0.0016002510574313,0.044979669627304444,0.018448810430133,0.0263417588065084,0.0286813811310673,-0.0039717329608661,-0.0428156867939704,-0.0091388776128642,0.0790616649837763,-0.002647481686186,0.0398690336478766,,0.034267612576055505,-0.0521592061286659,-0.0186246210279433,-0.014094507237368,0.0148862984083586,-0.0149844167319922,-0.0502404941517995,-0.0595490028039443,-0.0068630382787704,0.010059974363404,0.0617997758737616,0.0023242576692199,-0.0021897711173208185,-0.1026787072568882,0.07428903856790774,-0.1462764863925297,-0.0645821981395158,-0.0334535629941267,-0.0462257921725351,-0.0188149195852467,-0.0637243721286262,0.0411548683014071,-0.019274357660624,0.08975860923285249,-0.0847612046643289,-0.0727480918393338,-0.115422270350643,-0.1225916464754625,-0.051224243648256,0.182096930029306,-0.0104964292474695,-0.0501961053586473,0.0389660328644969,0.0271410538655272,-0.0044139428942829,-0.0142075002260314,0.03564292545460621,-0.0274728325698603,0.014704100921318766,-0.0381469820659431,0.090953061525028,-0.0020218754118112,0.012942813777359,-0.0248276283001077,-0.0179947942702497,-0.0019392405275543,0.03165121040107016,-0.0405691279068155,-0.0716533319225669,0.060339314153242986,-0.027380736517819,-0.0057094442961729,-0.0122247264568531,0.0192584377277422,-0.0476779889954839,-0.0127484951800073,-0.0040706298975915,0.024695538869517916,0.04535622387484072
0.0057860767909034,-0.004919603584574432,0.0286718291477943,-0.0184127468925113,-0.012844617231156,-0.0308662615524049,0.0110219637345112,0.0938836057093797,-0.1227837138444842,-0.1567164424746246,-0.0121363510499955,0.1335125622566606,-0.0266470806039151,0.0674519434981186,-0.0795401198891755,0.0007309746109673,-0.1144136005018806,0.0632736611561399,0.0767536873391672,0.0113882363552431,0.0608063566684284,-0.0313293098888505,0.0228438344746046,-0.0531924352820246,-0.0532339637009773,0.03945826846380548,0.0472211589460758,0.0333619681469032,0.0896739857845321,-0.0205807883827504,-0.0617085816478005,0.044979669627304444,-0.0584103237787116,0.0838947630644049,-0.0124107845028414,0.0100554799424048,-0.0470052998698476,0.0121982950663854,0.0745706609062062,0.0353656878778101,0.0798283413461078,,0.034267612576055505,0.0242536387195058,-0.0167604589618194,-0.0106905048906796,-0.0324993759611026,-0.1884385926078039,-0.0074876071655812,0.0409338805329337,0.0374209721652525,-0.0179197032779936,0.1422738574432729,-0.0496941646858758,-0.0021897711173208185,0.0087497608762472,0.07428903856790774,0.0760251649446124,-0.0059356025202029,-0.0033617235671922,-0.0253578463836232,0.0631754342403614,0.1616879733960181,-0.0419606485820387,-0.0093208155039654,0.08975860923285249,-0.0469385767686053,0.1962611830857548,0.0368595509734583,0.3355252394425443,0.0606787632363141,-0.0422478490949119,-0.079819035917795,-0.0487200012915159,0.0073529240542906,0.0112267732839053,-0.0247888271119847,0.0350015264322292,0.03564292545460621,-0.0052289006441585,0.014704100921318766,-0.0193250779302533,0.0132452828989833,-0.0615033627860065,0.0470961893254135,-0.0285713823233287,0.0340313799762355,0.0120898397448303,0.03165121040107016,0.0741558959250932,0.1974889322354232,0.060339314153242986,-0.0462709182633166,0.0509804042610513,0.0450114224264488,-0.0206662232535406,0.0520156166958483,0.0805591177271292,-0.0258546942554392,0.024695538869517916,0.04535622387484072
0.0453396290116481,-0.004919603584574432,0.0398369560420073,0.1055805462933503,0.0114741785157832,-0.0471581949467982,-0.0007244563861646,0.031101257845203,0.0222433352556381,0.0088495491198714,-0.0055710475766942,0.0176632108466261,0.0368127189762532,0.0491407244800921,0.2668550565903638,-0.0135807804765261,0.0616692910712517,-0.0531341776346283,-0.0584284426262278,0.0611260761562904,0.0608063566684284,-0.0429808264250318,0.0121187775812916,-0.0032156819585539,-0.0272702060451316,0.03945826846380548,0.0166495192800999,0.0219145887020177,-0.0507817588365929,0.0767980187908068,0.105568822872164,0.044979669627304444,-0.0185840299736042,0.0614178118191821,0.0803925280638333,0.0532097511567783,-0.2466188944357616,0.0036617943048193,-0.057648309383376,-0.0260440997192953,0.0614732689114612,,0.034267612576055505,0.1170032365105591,-0.0097331784945186,-0.0062867396707669,0.0375346901786481,0.0815984935217088,0.1184803355823864,0.0663346786160214,0.0380743904557023,-0.0165934711363645,0.0035755120658007,0.0276210972989605,-0.0021897711173208185,0.0233153647242017,0.07428903856790774,0.088250641145348,-0.060496519658159,-0.0227136805369567,0.0384334321290436,0.083919389245213,0.0196726012226191,0.0053320530181437,-0.0716942989461102,0.08975860923285249,-0.0014274445127637,-0.0303341453859902,-0.0071097756384316,0.1214016128636006,0.0014607849812198,0.1678107688510843,-0.0438633304119845,0.1510416407965962,0.0078042369460231,0.147373355580052,0.0290594369520651,-0.0241783765949701,0.03564292545460621,0.0137717614473085,0.014704100921318766,0.0247058602945953,0.1204477050075019,-0.0223501271744656,0.051337294652727,0.2548048911217198,-0.022784892813183,0.0642064473752841,0.03165121040107016,0.1421856645832264,0.1094890279989166,0.060339314153242986,0.0315441158447258,-0.032782443867424,0.0406391511716763,0.0391571865193425,0.0488256485338878,-0.1347440087587892,0.004128621873205,0.024695538869517916,0.04535622387484072
-0.0372278449001379,-0.004919603584574432,0.0242762155423188,-0.0554739521509233,-0.0561859513889499,-0.0751615804272713,-0.058980272316134,0.0336245422300267,-0.0452061274842711,0.0526316339839756,-0.0175350376643856,0.0113226022699772,0.0251685153232532,-0.0727514901135873,-0.0997129142382594,-0.0568467754912582,0.0175067693846087,-0.017635953769844,-0.0402861922989176,-0.0065690278979843,0.0608063566684284,-0.0434029945649834,0.0329525723166728,-0.0528085523370761,0.0254335580035769,0.03945826846380548,-0.0631186218871223,-0.0366187003790137,-0.0419601208816972,-0.0174237015383663,-0.0560878382698447,0.044979669627304444,0.0533404469122213,0.115170133793111,0.0595923192912943,-0.0182527299724521,-0.1964097234495617,-0.0712385646202219,-0.0312297337718491,0.0161410572652866,0.0317024098130849,,0.034267612576055505,0.0466211768026878,-0.0218000014911523,-0.0096823858184372,-0.0214010908194989,-0.053982352468559,0.0595885028638736,-0.117237405504044,-0.0324533121591026,-0.0066632420030255,0.0124703549136087,-0.0425925786093518,-0.0021897711173208185,-0.0578275244585074,0.07428903856790774,-0.0073732715970608,0.0921559132272822,-0.0461598131084428,-0.0346020111113611,-0.0071945129206474,-0.0229616736644635,0.083091223624204,0.0529541006317628,0.08975860923285249,-0.0530936480234403,-0.0578315411604108,-0.32545653192038,0.0526872496417707,-0.091278632495669,-0.1251670224128941,0.008822513777865,-0.1184012534991432,0.029380936473865,0.0307392941461805,-0.0512043995754599,0.0039334331729743,0.03564292545460621,-0.0249070095644849,0.014704100921318766,-0.0949420216282567,-0.0047408941145538,0.0081100462135228,0.0319479149934882,0.1232304793336629,-0.03367879662012,0.0152335567353836,0.03165121040107016,-0.0028292337276135,0.0696173153496511,0.060339314153242986,-0.0788626138182257,0.0024798603522404,-0.0374931029770281,-0.0163096177977317,-0.0200353663137939,-0.0320577653065939,-0.0455214939807099,0.024695538869517916,0.04535622387484072
